url;external_sku;name;length;dimension;weight;Meters;Dealer;Distributor;Inne;Commodity codes;GTIN-13;Kategoria;GTIN-14;Ilość w domu;Puste;short_description;description
https://am-robots.com/pl/shop/batteries/indigo/indigo-oem-3-600-ha2-000-800-1300-3600-10c-13c-al-bs01/;200304;Indego OEM: 3 600 HA2 000 (800 - 1300 / 3600 / 10C/13C) - AL-BS01;;36*25*23;0,96;;;;;8507600090;3564092003044;Inne;3564093003043;;;"<p><strong>Akumulatory AXCELL Robot to kompatybilne typy akumulatorów zbudowane zgodnie ze specyfikacjami OE. </strong></p>
<p>Dostępne w różnych technologiach (NiMH, Li-Ion lub LiFePo4), akumulatory te są przeznaczone do intensywnego ładowania i rozładowywania oraz opracowane z najwyższej klasy funkcjami bezpieczeństwa. Idealne do zapewnienia robotowi dużej autonomii podczas pracy!</p>
<p>Korzyści:</p>
<p>Kompatybilny typ akumulatora - zgodny ze specyfikacją OE</p>
<p>Wysoka żywotność - wysokiej jakości ogniwa litowe</p>
<p>Niski poziom samorozładowania - Długi okres trwałości i idealny do użytku sezonowego</p>
<p>Montaż w wielu pozycjach - nawet do góry nogami</p>
<p>Obejmuje większość parków - Obejmuje ponad 200 modeli robotów</p>
<p>Wyposażony w najwyższej klasy funkcje bezpieczeństwa - zintegrowany BMS</p>";"<h2>Opis</h2>

<p>Specyfikacje: Napięcie: 32,4V. Pojemność: 3AH. Moc: 97,2WH</p>
<p>Funkcja zabezpieczeń (PMC): Zabezpieczenie przed przeładowaniem, zabezpieczenie przed nadmiernym rozładowaniem, zabezpieczenie nadprądowe, zabezpieczenie temperaturowe, funkcja równoważenia.</p>
<p>Temperatura pracy: Temperatura ładowania: 0C do 45C. Temperatura rozładowania: -10C do 60C. Temperatura przechowywania: 0C do 40C</p>
<p>Wymiary i waga: Długość (L): 217mm (+/- 2mm). Szerokość (W): 85mm (+/- 2mm). Wysokość (H): 58 mm (+/- 2 mm). Waga: 0,96 kg.</p>
<p> </p>
<p>1 rok gwarancji</p>"
https://am-robots.com/pl/shop/batteries/robomow-batteries/robomow-oem-mrk7005a-rs612-rs622-rs635-al-rm03/;200313;ROBOMOW OEM: MRK6105AA (RS612 / RS622 / RS635) - AL-RM03;ROBOMOW OEM: MRK7005A (City MC150/300/1000/1200, Premium RC304u/RC306);49,5*35,5*26;1,47;ROBOMOW OEM: MRK7005A (City MC150/300/1000/1200, Premium RC304u/RC306);194;165;;8507600090;3564092003136;Inne;3564093003135;0;;"<p><strong>Akumulatory AXCELL Robot to kompatybilne typy akumulatorów zbudowane zgodnie ze specyfikacjami OE. </strong></p>
<p>Dostępne w różnych technologiach (NiMH, Li-Ion lub LiFePo4), akumulatory te są przeznaczone do intensywnego ładowania i rozładowywania oraz opracowane z najwyższej klasy funkcjami bezpieczeństwa. Idealne do zapewnienia robotowi dużej autonomii podczas pracy!</p>
<p>Korzyści:</p>
<p>Kompatybilny typ akumulatora - zgodny ze specyfikacją OE</p>
<p>Wysoka żywotność - wysokiej jakości ogniwa litowe</p>
<p>Niski poziom samorozładowania - Długi okres trwałości i idealny do użytku sezonowego</p>
<p>Montaż w wielu pozycjach - nawet do góry nogami</p>
<p>Obejmuje większość parków - Obejmuje ponad 200 modeli robotów</p>
<p>Wyposażony w najwyższej klasy funkcje bezpieczeństwa - zintegrowany BMS</p>";"<h2>Opis</h2>

<p>Specyfikacje: Napięcie: 25,6V. Pojemność: 6AH. Moc: 120WH</p>
<p>Funkcja zabezpieczeń (PMC): Zabezpieczenie przed przeładowaniem, zabezpieczenie przed nadmiernym rozładowaniem, zabezpieczenie nadprądowe, zabezpieczenie temperaturowe, funkcja równoważenia.</p>
<p>Temperatura pracy: Temperatura ładowania: 0C do 45C. Temperatura rozładowania: -10C do 60C. Temperatura przechowywania: 0C do 40C</p>
<p>Wymiary i waga: Długość (L): 216mm (+/- 2mm). Szerokość (W): 56mm (+/- 2mm). Wysokość (H): 79 mm (+/- 2 mm). Waga: 1,47 kg.</p>
<p> </p>
<p>1 rok gwarancji</p>"
https://am-robots.com/pl/shop/batteries/robomow-batteries/robomow-oem-mrk9101a-city-mc150-300-1000-1200-premium-rc304u-rc306-b172-al-rm02/;200312;ROBOMOW OEM: MRK7005A (City MC150/300/1000/1200, Premium RC304u/RC306) AL-RM02;ROBOMOW OEM: MRK6105A (ROBOMOW RS612/RS622/RS635);59*24*20;1,09;ROBOMOW OEM: MRK6105A (ROBOMOW RS612/RS622/RS635);185;158;;8507600090;3564092003129;Inne;3564093003128;0;;"<p><strong>Akumulatory AXCELL Robot to kompatybilne typy akumulatorów zbudowane zgodnie ze specyfikacjami OE. </strong></p>
<p>Dostępne w różnych technologiach (NiMH, Li-Ion lub LiFePo4), akumulatory te są przeznaczone do intensywnego ładowania i rozładowywania oraz opracowane z najwyższej klasy funkcjami bezpieczeństwa. Idealne do zapewnienia robotowi dużej autonomii podczas pracy!</p>
<p>Korzyści:</p>
<p>Kompatybilny typ akumulatora - zgodny ze specyfikacją OE</p>
<p>Wysoka żywotność - wysokiej jakości ogniwa litowe</p>
<p>Niski poziom samorozładowania - Długi okres trwałości i idealny do użytku sezonowego</p>
<p>Montaż w wielu pozycjach - nawet do góry nogami</p>
<p>Obejmuje większość parków - Obejmuje ponad 200 modeli robotów</p>
<p>Wyposażony w najwyższej klasy funkcje bezpieczeństwa - zintegrowany BMS</p>";"<h2>Opis</h2>

<p>Specyfikacje: Napięcie: 25,6V. Pojemność: 3AH. Moc: 76,8WH</p>
<p>Funkcja zabezpieczeń (PMC): Zabezpieczenie przed przeładowaniem, zabezpieczenie przed nadmiernym rozładowaniem, zabezpieczenie nadprądowe, zabezpieczenie temperaturowe, funkcja równoważenia.</p>
<p>Temperatura pracy: Temperatura ładowania: 0C do 45C. Temperatura rozładowania: -10C do 60C. Temperatura przechowywania: 0C do 40C</p>
<p>Wymiary i waga: Długość (L): 212mm (+/- 2mm). Szerokość (W): 164mm (+/- 2mm). Wysokość (H): 108 mm (+/- 2 mm). Waga: 1,04 kg.</p>
<p> </p>
<p>1 rok gwarancji</p>"
https://am-robots.com/pl/shop/batteries/worx-batteries/worx-oem-wa3225-l1500i-m500-wg754e-wg790-al-wx03/;200316;WORX OEM: WA3225 (L1500i / M500/ WG754E/ WG790) - AL-WX03;WORX OEM: WA3225 (L1500i / M500/ WG754E/ WG790);28,5*34,5*25;0,42;WORX OEM: WA3225 (L1500i / M500/ WG754E/ WG790);64;54;;8507600090;3564092003167;Inne;3564093003166;0;;"<p><strong>Akumulatory AXCELL Robot to kompatybilne typy akumulatorów zbudowane zgodnie ze specyfikacjami OE. </strong></p>
<p>Dostępne w różnych technologiach (NiMH, Li-Ion lub LiFePo4), akumulatory te są przeznaczone do intensywnego ładowania i rozładowywania oraz opracowane z najwyższej klasy funkcjami bezpieczeństwa. Idealne do zapewnienia robotowi dużej autonomii podczas pracy!</p>
<p>Korzyści:</p>
<p>Kompatybilny typ akumulatora - zgodny ze specyfikacją OE</p>
<p>Wysoka żywotność - wysokiej jakości ogniwa litowe</p>
<p>Niski poziom samorozładowania - Długi okres trwałości i idealny do użytku sezonowego</p>
<p>Montaż w wielu pozycjach - nawet do góry nogami</p>
<p>Obejmuje większość parków - Obejmuje ponad 200 modeli robotów</p>
<p>Wyposażony w najwyższej klasy funkcje bezpieczeństwa - zintegrowany BMS</p>";"<h2>Opis</h2>

<p>Specyfikacje: Napięcie: 28V. Pojemność: 2,5AH. Moc: 70WH</p>
<p>Funkcja zabezpieczeń (PMC): Zabezpieczenie przed przeładowaniem, zabezpieczenie przed nadmiernym rozładowaniem, zabezpieczenie nadprądowe, zabezpieczenie temperaturowe, funkcja równoważenia.</p>
<p>Temperatura pracy: Temperatura ładowania: 0C do 45C. Temperatura rozładowania: -10C do 60C. Temperatura przechowywania: 0C do 40C</p>
<p>Wymiary i waga: Długość (L): 103,7 mm (+/- 2 mm). Szerokość (W): 48.8mm (+/- 2mm). Wysokość (H): 72,1 mm (+/- 2 mm). Waga: 0,42 kg.</p>
<p> </p>
<p>1 rok gwarancji</p>"
https://am-robots.com/pl/shop/batteries/worx-batteries/worx-oem-wa3551-1-l2000-m1000-m700-al-wx01/;200314;WORX OEM: WA3551.1 (L2000/ M1000/ M700) - AL-WX01;;36*25*23;0,46;;;;;8507600090;3564092003143;Inne;3564093003142;;;"<p><strong>Akumulatory AXCELL Robot to kompatybilne typy akumulatorów zbudowane zgodnie ze specyfikacjami OE. </strong></p>
<p>Dostępne w różnych technologiach (NiMH, Li-Ion lub LiFePo4), akumulatory te są przeznaczone do intensywnego ładowania i rozładowywania oraz opracowane z najwyższej klasy funkcjami bezpieczeństwa. Idealne do zapewnienia robotowi dużej autonomii podczas pracy!</p>
<p>Korzyści:</p>
<p>Kompatybilny typ akumulatora - zgodny ze specyfikacją OE</p>
<p>Wysoka żywotność - wysokiej jakości ogniwa litowe</p>
<p>Niski poziom samorozładowania - Długi okres trwałości i idealny do użytku sezonowego</p>
<p>Montaż w wielu pozycjach - nawet do góry nogami</p>
<p>Obejmuje większość parków - Obejmuje ponad 200 modeli robotów</p>
<p>Wyposażony w najwyższej klasy funkcje bezpieczeństwa - zintegrowany BMS</p>";"<h2>Opis</h2>

<p>Specyfikacje: Napięcie: 20V. Pojemność: 2AH. Moc: 40WH</p>
<p>Funkcja zabezpieczeń (PMC): Zabezpieczenie przed przeładowaniem, zabezpieczenie przed nadmiernym rozładowaniem, zabezpieczenie nadprądowe, zabezpieczenie temperaturowe, funkcja równoważenia.</p>
<p>Temperatura pracy: Temperatura ładowania: 0C do 45C. Temperatura rozładowania: -10C do 60C. Temperatura przechowywania: 0C do 40C</p>
<p>Wymiary i waga: Długość (L): 109,5 mm (+/- 2 mm). Szerokość (W): 75mm (+/- 2mm). Wysokość (H): 46 mm (+/- 2 mm). Waga: 0,46 kg.</p>
<p> </p>
<p>1 rok gwarancji</p>"
https://am-robots.com/pl/shop/batteries/worx-batteries/worx-oem-wa3556-l2000-m1000-m700-al-wx02/;200315;WORX OEM: WA3556 (L2000/ M1000/ M700) - AL-WX02;WORX OEM: WA3556 (L2000/ M1000/ M700);36*25*23;0,58;WORX OEM: WA3556 (L2000/ M1000/ M700);73;62;;8507600090;3564092003150;Inne;3564093003159;0;;"<p><strong>Akumulatory AXCELL Robot to kompatybilne typy akumulatorów zbudowane zgodnie ze specyfikacjami OE. </strong></p>
<p>Dostępne w różnych technologiach (NiMH, Li-Ion lub LiFePo4), akumulatory te są przeznaczone do intensywnego ładowania i rozładowywania oraz opracowane z najwyższej klasy funkcjami bezpieczeństwa. Idealne do zapewnienia robotowi dużej autonomii podczas pracy!</p>
<p>Korzyści:</p>
<p>Kompatybilny typ akumulatora - zgodny ze specyfikacją OE</p>
<p>Wysoka żywotność - wysokiej jakości ogniwa litowe</p>
<p>Niski poziom samorozładowania - Długi okres trwałości i idealny do użytku sezonowego</p>
<p>Montaż w wielu pozycjach - nawet do góry nogami</p>
<p>Obejmuje większość parków - Obejmuje ponad 200 modeli robotów</p>
<p>Wyposażony w najwyższej klasy funkcje bezpieczeństwa - zintegrowany BMS</p>";"<h2>Opis</h2>

<p>Specyfikacje: Napięcie: 20V. Pojemność: 5AH. Moc: 140WH</p>
<p>Funkcja zabezpieczeń (PMC): Zabezpieczenie przed przeładowaniem, zabezpieczenie przed nadmiernym rozładowaniem, zabezpieczenie nadprądowe, zabezpieczenie temperaturowe, funkcja równoważenia.</p>
<p>Temperatura pracy: Temperatura ładowania: 0C do 45C. Temperatura rozładowania: -10C do 60C. Temperatura przechowywania: 0C do 40C</p>
<p>Wymiary i waga: Długość (L): 109,5 mm (+/- 2 mm). Szerokość (W): 75mm (+/- 2mm). Wysokość (H): 64 mm (+/- 2 mm). Waga: 0,58 kg.</p>
<p> </p>
<p>1 rok gwarancji</p>"
https://am-robots.com/pl/shop/blades/al-ko/al-ko-robolinho-110-1100-3100-4100-blades/;39969972;AL-KO Robolinho 110, 1100, 3100, 4100 Ostrza;9 szt.;30*29*26;0,2;9;8,5;6,75;;8208400000;5744003720576;Noże;15744003720573;10;;"<p> </p>
<p><strong>W AM ROBOTS oferujemy dobrej jakości stal na ostrza Robolinho. Importowana z Japonii, zapewniamy najlepszą jakość za każdym razem.</strong></p>
<p>Ostrza wykonane są w nowej technologii, zaprojektowanej tak, aby wyeliminować możliwość złamania ostrza w przypadku uderzenia o kamień lub twardą gałąź podczas koszenia. Dzięki temu w trawie nie pozostaną żadne odłamki ostrza, co czyni ją bezpieczną w użytkowaniu.</p>
<p>Nowo wynaleziona stal nierdzewna oferuje dłuższy czas cięcia i sprawi, że konsumenci nie będą musieli wymieniać ostrzy tak często.</p>
<p>W pakiecie z ostrzami oferujemy śruby, które mają wyjątkowo twardą powierzchnię i wyższą jakość, aby zapobiec pękaniu.</p>
<ul>
<li><strong>Najlepsza jakość bezpiecznych ostrzy</strong></li>
<li><strong>Śruby zabezpieczające</strong></li>
<li><strong>Długa żywotność</strong></li>
</ul>
<p>AM ROBOTS oferuje ostrza w zestawie 6 sztuk.<br>
Pasuje do: AL-KO Robolinho 110, 1100, 3100, 4100 Ostrza. (9 szt.)<br>
Rozmiar każdego ostrza: 93 mm x 24,2 mm x 1 mm</p>";"<h2>Opis</h2>

<ul>
<li>AM ROBOTS oferuje ostrza w 9-pakowym zestawie wymiennym.</li>
<li>Nr produktu: 39969972</li>
<li>Stal: hartowana stal nierdzewna.</li>
<li>Rozmiar każdego ostrza: 93mm x 24,2mm x 1mm</li>
</ul>
<p>Kompatybilny z modelami robotów Robolinho: Robolinho 110, Robolinho 1100, Robolinho 3100, Robolinho 4100, Silent 700, Gudenaa R70</p>"
https://am-robots.com/pl/shop/blades/al-ko/al-ko-robolinho-110-1100-3100-4100-blades/;39969975;AL-KO Robolinho 110, 1100, 3100, 4100 Ostrza;300 szt.;34*32*23;5,1;300;170;135;;8208400000;5744003720583;Noże;15744003720580;0;;"<p> </p>
<p><strong>W AM ROBOTS oferujemy dobrej jakości stal na ostrza Robolinho. Importowana z Japonii, zapewniamy najlepszą jakość za każdym razem.</strong></p>
<p>Ostrza wykonane są w nowej technologii, zaprojektowanej tak, aby wyeliminować możliwość złamania ostrza w przypadku uderzenia o kamień lub twardą gałąź podczas koszenia. Dzięki temu w trawie nie pozostaną żadne odłamki ostrza, co czyni ją bezpieczną w użytkowaniu.</p>
<p>Nowo wynaleziona stal nierdzewna oferuje dłuższy czas cięcia i sprawi, że konsumenci nie będą musieli wymieniać ostrzy tak często.</p>
<p>W pakiecie z ostrzami oferujemy śruby, które mają wyjątkowo twardą powierzchnię i wyższą jakość, aby zapobiec pękaniu.</p>
<ul>
<li><strong>Najlepsza jakość bezpiecznych ostrzy</strong></li>
<li><strong>Śruby zabezpieczające</strong></li>
<li><strong>Długa żywotność</strong></li>
</ul>
<p>AM ROBOTS oferuje ostrza w zestawie 6 sztuk.<br>
Pasuje do: AL-KO Robolinho 110, 1100, 3100, 4100 Ostrza. (9 szt.)<br>
Rozmiar każdego ostrza: 93 mm x 24,2 mm x 1 mm</p>";"<h2>Opis</h2>

<ul>
<li>AM ROBOTS oferuje ostrza w 9-pakowym zestawie wymiennym.</li>
<li>Nr produktu: 39969972</li>
<li>Stal: hartowana stal nierdzewna.</li>
<li>Rozmiar każdego ostrza: 93mm x 24,2mm x 1mm</li>
</ul>
<p>Kompatybilny z modelami robotów Robolinho: Robolinho 110, Robolinho 1100, Robolinho 3100, Robolinho 4100, Silent 700, Gudenaa R70</p>"
https://am-robots.com/pl/shop/blades/al-ko/al-ko-robolinho-500-700-i-e-w-blades/;39963071;Ostrza AL-KO Robolinho 500-700 I/E/W;8 szt.; ;0,142;8;9,35;7,425;;8208400000;5744003721672;Noże;;9;;"<p> </p>
<p><strong>Ostrza ze stali nierdzewnej AL-KO zostały opracowane z najwyższą dbałością o bezpieczeństwo.  </strong></p>
<p>Ostrza wykonane są ze stali nierdzewnej, zaprojektowanej tak, aby wyeliminować pęknięcia w przypadku uderzenia o kamień lub twardą gałąź podczas cięcia. Dzięki temu w trawie nie pozostaną żadne odłamki ostrza, co czyni go bezpiecznym w użytkowaniu.</p>
<p>Stal nierdzewna zapewnia również dłuższy czas cięcia i sprawia, że konsumenci nie muszą tak często wymieniać ostrzy.</p>
<ul>
<li><strong>Najlepsza jakość bezpiecznych ostrzy</strong></li>
<li><strong>Śruby zabezpieczające</strong></li>
<li><strong>Długa żywotność</strong></li>
</ul>
<p>Oferujemy ostrza w pakiecie wymiennym 6 sztuk.</p>
<p>Pasuje do : AL-KO Robolinho 500 I/E/W ostrza.<br>
Rozmiar każdego ostrza: 70mm x 20mm x 0,6mm</p>";"<h2>Opis</h2>

<ul>
<li>Stal: hartowana stal nierdzewna.</li>
<li>Rozmiar każdego ostrza: 70mm x 20mm x 0,6mm</li>
</ul>
<p>Nr części oryginalnej: 127465</p>
<p>Kompatybilny z modelami robotów AL-KO Robolinho: Robolinho 300, Robolinho 500, Robolinho 800, Robolinho 1150, Gudenaa 1000W, AL-KO Solo 450W, AL-KO Solo 700W, AL-KO Solo 1200W, AL-KO Solo 2000W</p>"
https://am-robots.com/pl/shop/blades/al-ko/al-ko-robolinho-500-700-i-e-w-blades/;39963098;Ostrza AL-KO Robolinho 500-700 I/E/W;24 szt.; ;0,312;24;20,4;16,2;;8208400000;5744003721689;Noże;;10;;"<p> </p>
<p><strong>Ostrza ze stali nierdzewnej AL-KO zostały opracowane z najwyższą dbałością o bezpieczeństwo.  </strong></p>
<p>Ostrza wykonane są ze stali nierdzewnej, zaprojektowanej tak, aby wyeliminować pęknięcia w przypadku uderzenia o kamień lub twardą gałąź podczas cięcia. Dzięki temu w trawie nie pozostaną żadne odłamki ostrza, co czyni go bezpiecznym w użytkowaniu.</p>
<p>Stal nierdzewna zapewnia również dłuższy czas cięcia i sprawia, że konsumenci nie muszą tak często wymieniać ostrzy.</p>
<ul>
<li><strong>Najlepsza jakość bezpiecznych ostrzy</strong></li>
<li><strong>Śruby zabezpieczające</strong></li>
<li><strong>Długa żywotność</strong></li>
</ul>
<p>Oferujemy ostrza w pakiecie wymiennym 6 sztuk.</p>
<p>Pasuje do : AL-KO Robolinho 500 I/E/W ostrza.<br>
Rozmiar każdego ostrza: 70mm x 20mm x 0,6mm</p>";"<h2>Opis</h2>

<ul>
<li>Stal: hartowana stal nierdzewna.</li>
<li>Rozmiar każdego ostrza: 70mm x 20mm x 0,6mm</li>
</ul>
<p>Nr części oryginalnej: 127465</p>
<p>Kompatybilny z modelami robotów AL-KO Robolinho: Robolinho 300, Robolinho 500, Robolinho 800, Robolinho 1150, Gudenaa 1000W, AL-KO Solo 450W, AL-KO Solo 700W, AL-KO Solo 1200W, AL-KO Solo 2000W</p>"
https://am-robots.com/pl/shop/blades/ambrogio/ambrogio-robot-blade-4-star-bended-o18cm/;34509727;Ambrogio Robot Blade - Ø25 cm;4-gwiazdkowy;34*34*50;0,16;1;10,2;8,1;;8208400000;5744003720545;Noże;;7;;"<p><strong>Ambrogio Robot Blade, wygięty z 4 gwiazdkami, w rozmiarze Ø18 cm.</strong></p>
<p><span lang=""EN-US"">Ostrza te są wykonane ze stali nierdzewnej.</span> Są one produkowane z myślą <span lang=""EN-US"">o trwałości przez cały sezon,</span> a ich konstrukcja pomaga zapewnić bardziej równomierne cięcie, jednocześnie zmniejszając ryzyko zatykania.</p>
<p><span lang=""EN-US"">Śruby do ostrzy są dołączone do zestawu.<u></u><u></u></span></p>
<p><span lang=""EN-US"">Możesz zobaczyć, które ostrze pasuje do którego robota w szczegółach produktu poniżej.</span></p>";"<h2>Opis</h2>

<p>Poniższa tabela pokazuje, które ostrza pasują do poszczególnych modeli Ambrogio.</p>
<table style=""height: 551px; width: 677px;"" width=""677"">
<tbody>
<tr style=""height: 54px;"">
<td style=""width: 85px; height: 54px;""><strong>SKU</strong></td>
<td style=""width: 123px; height: 54px;""><strong>Ostrze</strong></td>
<td style=""width: 246px; height: 54px;""><strong>Modele</strong></td>
<td style=""width: 85px; height: 54px;""><strong>Odwracalna strona</strong></td>
<td style=""width: 104px; height: 54px;""><strong>Odporna na rdzę</strong></td>
</tr>
<tr style=""height: 54px;"">
<td style=""width: 85px; height: 54px;""><a href=""/pl/shopold/accessories/blades/ambrogio-robot-blade-o35cm/"">34509781</a></td>
<td style=""width: 123px; height: 54px;""><a href=""/pl/shopold/accessories/blades/ambrogio-robot-blade-o35cm/"">Ø 35cm 4-gwiazdkowy</a></td>
<td style=""width: 246px; height: 54px;"">L350i, L300 Elite, LB300EL LB3550*, LB3510*, LB3500*, 4.36 Elite, L 350i Elite, KXL S Ultra premium, Wiper P70 S, Techline X6</td>
<td style=""width: 85px; height: 54px;"">Tak</td>
<td style=""width: 104px; height: 54px;"">Tak</td>
</tr>
<tr style=""height: 118px;"">
<td style=""width: 85px; height: 118px;""><a href=""/pl/shopold/accessories/blades/ambrogio-robot-blade-o35cm/"">34899781</a>
<p> </p></td>
<td style=""width: 123px; height: 118px;""><a href=""/pl/shopold/accessories/blades/ambrogio-robot-blade-o35cm/"">Ø 35cm 8-gwiazdkowy</a>
<p> </p></td>
<td style=""width: 246px; height: 118px;"">L350i, L300 Elite, LB300EL LB3550*, LB3510*, LB3500*, 4.36 Elite, L 350i Elite, KXL S Ultra premium, Wiper P70 S, Techline X6</td>
<td style=""width: 85px; height: 118px;"">Tak</td>
<td style=""width: 104px; height: 118px;"">Tak</td>
</tr>
<tr style=""height: 190px;"">
<td style=""width: 85px; height: 190px;""><a href=""/pl/shopold/accessories/blades/ambrogio-robot-blade-o29cm/"">34899782</a></td>
<td style=""width: 123px; height: 190px;""><a href=""/pl/shopold/accessories/blades/ambrogio-robot-blade-o29cm/"">Ø 29cm 8-gwiazdkowy</a></td>
<td style=""width: 246px; height: 190px;"">L400/i x3, L85 Elite (Red), LB75DX w7.5AH Battery, LB85EL, LB200EL, L200, L200-R LB75DX 7.5Ah, LB3250, LB3210, LB3200, LB2150, LB2000, Evolution, Professional, Deluxe, Ambrogio L250i, L400i Basic, L400i Deluxe, L250i Elite S+, L250i Elite, Quad Elite, twenty 29 Elite, twenty 29 Deluxe, Wiper I250, Wiper I350S, Wiper SR H, Wiper Q350 SR, Wiper Yard 101S, Wiper Yard 2000 S, Wiper F-series, Wiper Runner, Wiper Walker series, Wiper Climber series, Techline L25i, Techline S25i, Techline B40i, Techline D40i, Techline X2.9 series, Techline Q</td>
<td style=""width: 85px; height: 190px;"">Tak</td>
<td style=""width: 104px; height: 190px;"">Tak</td>
</tr>
<tr style=""height: 54px;"">
<td style=""width: 85px; height: 54px;""><a href=""/pl/shopold/accessories/blades/ambrogio-robot-blade-o25cm/"">34509727</a></td>
<td style=""width: 123px; height: 54px;""><a href=""/pl/shopold/accessories/blades/ambrogio-robot-blade-o25cm/"">Ø 25cm 4-gwiazdkowy</a></td>
<td style=""width: 246px; height: 54px;"">L85 Evolution (Green), LB75DX, LB75, LB1200, L32 Deluxe, L60 Elite S+, L60 Elite, L85 Evolution, 4.0 Elite, 4.0 Basic, twenty 25 Elite, twenty 25 Deluxe, Wiper I140, Wiper I180S, Wiper C series, Wiper K series (excl. KXL S Ultra premium), wiper Blitz series, Wiper Trekker series, Techline L6, Techline S6, Techline Z2, Techline X2.5 series, Techline X4 series</td>
<td style=""width: 85px; height: 54px;"">Tak</td>
<td style=""width: 104px; height: 54px;"">Tak</td>
</tr>
<tr style=""height: 54px;"">
<td style=""width: 85px; height: 54px;""><a href=""/pl/shopold/accessories/blades/ambrogio-robot-blade-o25cm/"">34899727</a></td>
<td style=""width: 123px; height: 54px;""><a href=""/pl/shopold/accessories/blades/ambrogio-robot-blade-o25cm/"">Ø 25cm 8-gwiazdkowy</a></td>
<td style=""width: 246px; height: 54px;"">L85 Evolution (Green), LB75DX, LB75, LB1200, L32 Deluxe, L60 Elite S+, L60 Elite, L85 Evolution, 4.0 Elite, 4.0 Basic, twenty 25 Elite, twenty 25 Deluxe, Wiper I140, Wiper I180S, Wiper C series, Wiper K series (excl. KXL S Ultra premium), wiper Blitz series, Wiper Trekker series, Techline L6, Techline S6, Techline Z2, Techline X2.5 series, Techline X4 series</td>
<td style=""width: 85px; height: 54px;"">Tak</td>
<td style=""width: 104px; height: 54px;"">Tak</td>
</tr>
<tr style=""height: 27px;"">
<td style=""width: 85px; height: 27px;""><a href=""https://am-robots.com/pl/shop/blades/ambrogio/ambrogio-robot-blade-o18cm/"">34899726<u></u><u></u></a></td>
<td style=""width: 123px; height: 27px;""><a href=""https://am-robots.com/pl/shop/blades/ambrogio/ambrogio-robot-blade-o18cm/"">Ø 18 cm 4-gwiazdkowy</a></td>
<td style=""width: 246px; height: 27px;"">L15 Deluxe, Twenty Elite S+, Twenty Elite, Twenty Deluxe, Twenty ZR, Wiper I70, Wiper I100S, Wiper I130S, Wiper I100R, seria Wiper IKE, seria Techline D1 Techline X2</td>
<td style=""width: 85px; height: 27px;"">Tak</td>
<td style=""width: 104px; height: 27px;"">Tak</td>
</tr>
</tbody>
</table>"
